,ts_code_sh_index,trade_date,close_sh_index,open_sh_index,high_sh_index,low_sh_index,pre_close_sh_index,change_sh_index,pct_chg_sh_index,vol_sh_index,amount_sh_index,ts_code_sz_index,close_sz_index,open_sz_index,high_sz_index,low_sz_index,pre_close_sz_index,change_sz_index,pct_chg_sz_index,vol_sz_index,amount_sz_index
2104,000001.SH,20150818,3748.1639,3999.1336,4006.3372,3743.3939,3993.6677,-245.5038,-6.1473,543770822.0,722467247.365,399001.SZ,12683.855,13608.516,13652.542,12634.948,13573.902,-890.047,-6.557,389034910.49,667274299.412
2105,000001.SH,20150817,3993.6677,3947.8444,3994.5371,3907.3991,3965.3349,28.3328,0.7145,460432060.0,626327680.299,399001.SZ,13573.902,13417.326,13585.961,13309.538,13445.874,128.028,0.9522,326809217.71,560387852.7332
2106,000001.SH,20150814,3965.3349,3976.4054,4000.6843,3939.835,3954.5561,10.7788,0.2726,467988217.0,647466472.559,399001.SZ,13445.874,13497.164,13606.327,13378.591,13395.176,50.698,0.3785,326795175.47,574008820.3728
2107,000001.SH,20150813,3954.5561,3869.9108,3955.7894,3838.159,3886.3198,68.2363,1.7558,430073303.0,578685519.561,399001.SZ,13395.176,13069.983,13395.176,12962.0,13117.101,278.075,2.1199,287062466.46,497721910.8335
2108,000001.SH,20150812,3886.3198,3881.2275,3937.7723,3871.1358,3927.9083,-41.5885,-1.0588,442688278.0,597050259.293,399001.SZ,13117.101,13201.538,13396.335,13117.101,13323.085,-205.984,-1.5461,285113797.65,506701479.3026
2109,000001.SH,20150811,3927.9083,3928.8075,3970.3367,3891.179,3928.4154,-0.5071,-0.0129,538923460.0,712289933.154,399001.SZ,13323.085,13316.888,13508.299,13240.088,13302.962,20.123,0.1513,351829896.06,623124474.4962
2110,000001.SH,20150810,3928.4154,3786.0326,3943.6236,3775.8535,3744.2045,184.2109,4.9199,497304319.0,652622008.945,399001.SZ,13302.962,12877.307,13373.304,12821.892,12753.049,549.913,4.312,323080729.64,574797479.7387
2111,000001.SH,20150807,3744.2045,3692.6143,3756.7398,3686.2996,3661.5392,82.6653,2.2577,340757184.0,445485029.431,399001.SZ,12753.049,12543.656,12769.133,12522.473,12421.849,331.2,2.6663,251888055.88,448819271.9679
2112,000001.SH,20150806,3661.5392,3625.5035,3710.5699,3614.7419,3694.5733,-33.0341,-0.8941,274074663.0,357515147.167,399001.SZ,12421.849,12274.724,12595.123,12231.888,12524.686,-102.837,-0.8211,202229163.42,349617578.1138
2113,000001.SH,20150805,3694.5733,3745.6459,3782.3522,3676.39,3756.5449,-61.9716,-1.6497,366422979.0,483850277.393,399001.SZ,12524.686,12694.571,12842.31,12447.037,12711.562,-186.876,-1.4701,271150796.2,476252511.3656
2114,000001.SH,20150804,3756.5449,3621.8549,3757.0292,3601.2892,3622.9051,133.6398,3.6887,362901666.0,464036242.967,399001.SZ,12711.562,12163.121,12711.562,12105.937,12161.576,549.986,4.5223,261600708.8,442429182.67
2115,000001.SH,20150803,3622.9051,3614.99,3648.943,3549.4962,3663.7256,-40.8205,-1.1142,363968731.0,445991593.475,399001.SZ,12161.576,12178.572,12305.613,11909.005,12374.254,-212.678,-1.7187,243737069.43,402308973.0862
2116,000001.SH,20150731,3663.7256,3655.6668,3729.5123,3620.1653,3705.7656,-42.04,-1.1344,350955745.0,460472253.774,399001.SZ,12374.254,12228.413,12580.961,12213.462,12395.922,-21.668,-0.1748,235191524.47,417611396.46
2117,000001.SH,20150730,3705.7656,3773.7884,3844.374,3685.9555,3789.168,-83.4024,-2.2011,457943228.0,615977923.152,399001.SZ,12395.922,12766.342,12988.555,12382.296,12823.073,-427.151,-3.3311,299458538.79,540745822.2912
2118,000001.SH,20150729,3789.168,3689.8249,3792.0722,3612.0641,3663.0024,126.1656,3.4443,434352085.0,557491964.594,399001.SZ,12823.073,12472.275,12823.147,12078.315,12316.776,506.297,4.1106,296488758.55,523082526.3165
2119,000001.SH,20150728,3663.0024,3573.1428,3762.5256,3537.3576,3725.5582,-62.5558,-1.6791,563330042.0,685057523.948,399001.SZ,12316.776,11986.247,12676.273,11718.996,12493.046,-176.27,-1.4109,374311038.56,618841708.2158
2120,000001.SH,20150727,3725.5582,3985.5702,4051.1588,3720.4441,4070.908,-345.3498,-8.4834,556003247.0,721298088.691,399001.SZ,12493.046,13242.69,13579.639,12488.367,13518.515,-1025.469,-7.5857,364439025.52,667694656.1048
2121,000001.SH,20150724,4070.908,4124.7549,4184.4487,4044.8311,4123.9234,-53.0154,-1.2856,627424860.0,843022070.389,399001.SZ,13518.515,13789.313,13970.836,13424.181,13754.528,-236.013,-1.7159,400855945.07,744183134.7179
2122,000001.SH,20150723,4123.9234,4022.2677,4132.6119,4019.0382,4026.045,97.8784,2.4311,563585966.0,743531874.268,399001.SZ,13754.528,13432.612,13792.365,13356.055,13416.536,337.992,2.5192,367043495.77,654514175.6763
2123,000001.SH,20150722,4026.045,3996.4268,4042.3381,3960.8636,4017.6748,8.3702,0.2083,520732225.0,678831919.275,399001.SZ,13416.536,13307.932,13482.039,13098.805,13315.556,100.98,0.7584,334908918.79,605120407.1976
2124,000001.SH,20150721,4017.6748,3939.8978,4041.8194,3912.8013,3992.1096,25.5652,0.6404,504288028.0,646416846.829,399001.SZ,13315.556,13038.148,13436.912,12928.133,13202.395,113.161,0.8571,312415716.46,560591902.024
2125,000001.SH,20150720,3992.1096,3948.4208,4021.3255,3927.1214,3957.3516,34.758,0.8783,539106714.0,688255569.389,399001.SZ,13202.395,13115.48,13427.863,12942.945,13004.957,197.438,1.5182,358165176.45,631752513.9887
2126,000001.SH,20150717,3957.3516,3831.4205,3994.4767,3814.1467,3823.1755,134.1761,3.5095,481726268.0,593066980.721,399001.SZ,13004.957,12460.507,13097.454,12435.595,12357.606,647.351,5.2385,307007633.26,507932526.6704
2127,000001.SH,20150716,3823.1755,3758.5045,3877.5141,3688.4415,3805.7033,17.4722,0.4591,492256200.0,569858938.11,399001.SZ,12357.606,11963.351,12600.653,11637.472,12132.419,225.187,1.8561,324294156.02,508193524.4838
2128,000001.SH,20150715,3805.7033,3874.9681,3914.2732,3741.2503,3924.4871,-118.7838,-3.0267,601301324.0,700536523.044,399001.SZ,12132.419,12783.075,12792.311,12093.9,12728.513,-596.094,-4.6831,345295414.63,545533645.9533
2129,000001.SH,20150714,3924.4871,3958.3729,4035.4345,3855.56,3970.3878,-45.9007,-1.1561,670558799.0,830074682.766,399001.SZ,12728.513,12796.485,13091.928,12635.197,12614.155,114.358,0.9066,285635144.89,491957805.2872
2130,000001.SH,20150713,3970.3878,3918.9895,4030.1947,3858.6368,3877.8034,92.5844,2.3875,643489007.0,782430543.34,399001.SZ,12614.155,12367.618,12658.069,12261.253,12038.145,576.01,4.7849,233849125.41,391782582.6645
2131,000001.SH,20150710,3877.8034,3707.4577,3959.2196,3677.4345,3709.3304,168.473,4.5419,586364255.0,680434151.219,399001.SZ,12038.145,11733.448,12062.902,11696.769,11510.34,527.805,4.5855,158915229.31,247329131.247
2132,000001.SH,20150709,3709.3304,3432.4536,3748.4785,3373.5396,3507.1923,202.1381,5.7635,656914612.0,673310983.764,399001.SZ,11510.34,10953.332,11513.36,10932.997,11040.889,469.451,4.2519,207454532.55,277580712.3885
2133,000001.SH,20150708,3507.1923,3467.3986,3599.2532,3421.5252,3727.1248,-219.9325,-5.9009,680356922.0,700248338.565,399001.SZ,11040.889,10870.144,11112.616,10850.384,11375.604,-334.715,-2.9424,307328584.51,414188236.6274
2134,000001.SH,20150707,3727.1248,3654.7775,3750.5696,3585.3989,3775.9122,-48.7874,-1.2921,698818688.0,776072544.948,399001.SZ,11375.604,11660.56,11767.66,11282.623,12075.769,-700.165,-5.7981,227324024.42,301441448.9384
2135,000001.SH,20150706,3775.9122,3975.2142,3975.2142,3653.0371,3686.9153,88.9969,2.4139,831139286.0,943420425.904,399001.SZ,12075.769,13140.14,13140.14,11584.471,12246.062,-170.293,-1.3906,396337977.43,609083642.2065
2136,000001.SH,20150703,3686.9153,3793.7121,3927.1275,3629.5556,3912.7668,-225.8515,-5.7722,548163111.0,648054100.385,399001.SZ,12246.062,12475.61,13154.131,11953.081,12924.19,-678.128,-5.247,315536177.99,505096508.6348
2137,000001.SH,20150702,3912.7668,4058.6241,4080.3873,3795.2532,4053.6997,-140.9329,-3.4766,586015612.0,736006857.593,399001.SZ,12924.19,13655.732,13732.494,12727.229,13650.816,-726.626,-5.3229,320735082.13,552266642.0614
2138,000001.SH,20150701,4053.6997,4214.1499,4317.0527,4043.3667,4277.2219,-223.5222,-5.2259,598769427.0,838070926.187,399001.SZ,13650.816,14185.102,14696.982,13578.375,14337.965,-687.149,-4.7925,348742096.51,691162657.59
2139,000001.SH,20150630,4277.2219,4006.7537,4279.969,3847.8799,4053.0304,224.1915,5.5315,709176633.0,941524659.857,399001.SZ,14337.965,13274.645,14352.052,12723.159,13566.271,771.694,5.6883,399540089.73,721379006.7768
2140,000001.SH,20150629,4053.0304,4289.7713,4297.4747,3875.0499,4192.8734,-139.843,-3.3353,673786349.0,904271395.04,399001.SZ,13566.271,14703.966,14712.163,13250.347,14398.785,-832.514,-5.7818,358946932.57,631193308.4717
2141,000001.SH,20150626,4192.8734,4399.933,4456.8958,4139.5304,4527.7789,-334.9055,-7.3967,565217874.0,787835743.033,399001.SZ,14398.785,15196.558,15229.001,14321.052,15692.444,-1293.659,-8.2438,294665860.97,555137979.5472
2142,000001.SH,20150625,4527.7789,4711.7632,4720.7005,4483.5477,4690.1497,-162.3708,-3.462,572797533.0,865379730.764,399001.SZ,15692.444,16369.995,16399.344,15499.223,16312.311,-619.867,-3.8,331715691.97,684557156.141
2143,000001.SH,20150624,4690.1497,4604.5792,4691.7676,4552.1285,4576.4922,113.6575,2.4835,543003709.0,815062691.654,399001.SZ,16312.311,16178.553,16345.749,15867.912,16045.989,266.322,1.6597,332173442.36,675215409.4689
2144,000001.SH,20150623,4576.4922,4471.613,4577.9394,4264.7724,4478.3643,98.1279,2.1912,473526128.0,693617191.338,399001.SZ,16045.989,15720.321,16047.316,14938.821,15725.47,320.519,2.0382,292927731.93,604701217.8517
2145,000001.SH,20150619,4478.3643,4689.9286,4744.0812,4476.5008,4785.356,-306.9917,-6.4152,452689626.0,685458198.736,399001.SZ,15725.47,16386.981,16578.876,15700.494,16734.839,-1009.369,-6.0315,289646424.43,601166841.5314
2146,000001.SH,20150618,4785.356,4942.5198,4966.7668,4780.8731,4967.8983,-182.5423,-3.6744,507440899.0,785845075.22,399001.SZ,16734.839,17367.128,17442.77,16709.603,17405.571,-670.732,-3.8535,289059707.07,675366743.8191
2147,000001.SH,20150617,4967.8983,4890.5511,4983.658,4767.216,4887.432,80.4663,1.6464,537101168.0,830266749.716,399001.SZ,17405.571,17073.078,17474.079,16564.365,17075.931,329.64,1.9304,312419167.05,706310895.1269
2148,000001.SH,20150616,4887.432,5004.4118,5029.6836,4842.0999,5062.9929,-175.5609,-3.4675,550801407.0,895420555.855,399001.SZ,17075.931,17502.368,17502.368,16911.91,17702.551,-626.62,-3.5397,353020384.19,805377441.0254
2149,000001.SH,20150615,5062.9929,5174.4182,5176.7945,5048.7419,5166.35,-103.3571,-2.0006,637803984.0,1064987693.351,399001.SZ,17702.551,18182.642,18211.757,17668.67,18098.274,-395.723,-2.1865,406178348.27,930031385.1953
2150,000001.SH,20150612,5166.35,5143.3431,5178.191,5103.4007,5121.5925,44.7575,0.8739,625627854.0,1060164606.81,399001.SZ,18098.274,17978.048,18198.073,17921.91,17889.689,208.585,1.166,385071961.36,904844636.7903
2151,000001.SH,20150611,5121.5925,5101.4398,5122.4566,5050.7646,5106.0359,15.5566,0.3047,563990522.0,974665767.598,399001.SZ,17889.689,17692.898,17889.911,17606.426,17677.572,212.117,1.1999,351087908.59,821409994.2781
2152,000001.SH,20150610,5106.0359,5049.1965,5164.1622,5001.4894,5113.534,-7.4981,-0.1466,596969001.0,1005432283.129,399001.SZ,17677.572,17297.04,17852.36,17165.894,17398.996,278.576,1.6011,358761346.62,810844447.1443
2153,000001.SH,20150609,5113.534,5145.978,5147.454,5042.963,5131.881,-18.347,-0.3575,729893818.0,1150808588.64,399001.SZ,17398.996,17410.64,17609.276,17184.324,17452.308,-53.312,-0.3055,347168452.8,782703500.2066
2154,000001.SH,20150608,5131.881,5045.694,5146.949,4997.481,5023.096,108.785,2.1657,855035085.0,1309924508.026,399001.SZ,17452.308,17648.722,17648.722,17145.698,17649.086,-196.778,-1.1149,420823903.02,953235860.2533
2155,000001.SH,20150605,5023.096,5016.088,5051.626,4898.068,4947.102,75.994,1.5361,772240812.0,1232300667.13,399001.SZ,17649.086,17727.86,17901.863,17302.554,17501.052,148.034,0.8459,444202411.46,1021528583.3286
2156,000001.SH,20150604,4947.102,4912.945,4947.965,4647.407,4909.978,37.124,0.7561,674952402.0,1052270232.997,399001.SZ,17501.052,17579.358,17608.724,16426.312,17538.503,-37.451,-0.2135,401600049.13,933840255.1505
2157,000001.SH,20150603,4909.978,4924.381,4942.065,4822.442,4910.527,-0.549,-0.0112,611453839.0,1010179934.631,399001.SZ,17538.503,17626.916,17696.477,17098.431,17485.578,52.925,0.3027,407201738.45,965762887.2691
2158,000001.SH,20150602,4910.527,4844.704,4911.574,4797.552,4828.738,81.789,1.6938,623748099.0,998745749.729,399001.SZ,17485.578,17051.22,17485.578,16963.738,16917.525,568.053,3.3578,396498446.16,930302407.2149
