,ts_code_sh_index,trade_date,close_sh_index,open_sh_index,high_sh_index,low_sh_index,pre_close_sh_index,change_sh_index,pct_chg_sh_index,vol_sh_index,amount_sh_index,ts_code_sz_index,close_sz_index,open_sz_index,high_sz_index,low_sz_index,pre_close_sz_index,change_sz_index,pct_chg_sz_index,vol_sz_index,amount_sz_index
40,000001.SH,20240219,2910.544,2886.5871,2910.544,2867.7103,2865.9032,44.6408,1.5577,458967704.0,442148454.6,399001.SZ,8902.3337,8957.275,8957.275,8797.4586,8820.6029,81.7308,0.9266,557365100.0,515139483.4
41,000001.SH,20240208,2865.9032,2832.4855,2867.4738,2827.902,2829.6956,36.2076,1.2796,531108893.0,482939732.0,399001.SZ,8820.6029,8750.5365,8975.0531,8742.9494,8708.2406,112.3623,1.2903,626414267.0,534522708.2
42,000001.SH,20240207,2829.6956,2791.5145,2829.6956,2770.5293,2789.486,40.2096,1.4415,547117439.0,495919878.1,399001.SZ,8708.2406,8464.8742,8724.1736,8445.7058,8460.3788,247.8618,2.9297,616780239.0,526013314.8
43,000001.SH,20240206,2789.486,2680.4846,2802.9312,2669.6732,2702.185,87.301,3.2308,502849313.0,441215054.1,399001.SZ,8460.3788,7886.32,8471.2781,7880.4047,7964.712,495.6668,6.2233,592075925.0,485109903.0
44,000001.SH,20240205,2702.185,2716.081,2739.7383,2635.0897,2730.152,-27.967,-1.0244,478990292.0,424877418.3,399001.SZ,7964.712,7987.3366,8171.765,7683.6267,8055.7747,-91.0627,-1.1304,537044650.0,452502742.9
45,000001.SH,20240202,2730.152,2773.2949,2791.6756,2666.3335,2770.7403,-40.5883,-1.4649,426230199.0,392661142.3,399001.SZ,8055.7747,8239.5021,8300.7496,7840.6209,8240.4829,-184.7082,-2.2415,468595116.0,413026082.2
46,000001.SH,20240201,2770.7403,2773.4239,2805.0146,2752.7824,2788.5482,-17.8079,-0.6386,352889185.0,337547960.5,399001.SZ,8240.4829,8172.8107,8371.3796,8134.8129,8212.8445,27.6384,0.3365,397246424.0,365451472.8
47,000001.SH,20240131,2788.5482,2815.5042,2834.011,2782.5869,2830.5266,-41.9784,-1.4831,377103965.0,355636999.8,399001.SZ,8212.8445,8340.7179,8408.6661,8208.4472,8375.9816,-163.1371,-1.9477,431254596.0,402618307.5
48,000001.SH,20240130,2830.5266,2866.2795,2881.3468,2829.2498,2883.356,-52.8294,-1.8322,335661226.0,329254005.9,399001.SZ,8375.9816,8523.7373,8579.5947,8370.0598,8581.7588,-205.7772,-2.3978,338726319.0,334386095.3
49,000001.SH,20240129,2883.356,2910.6072,2923.8992,2883.3327,2910.2227,-26.8667,-0.9232,410581311.0,397014731.4,399001.SZ,8581.7588,8775.384,8800.6436,8581.7588,8762.3287,-180.5699,-2.0608,394325661.0,408207940.1
50,000001.SH,20240126,2910.2227,2897.9149,2924.3065,2890.4819,2906.1087,4.114,0.1416,421109084.0,402400231.3,399001.SZ,8762.3287,8809.7638,8859.6275,8746.0953,8856.2234,-93.8947,-1.0602,411948465.0,426293465.2
51,000001.SH,20240125,2906.1087,2823.8259,2906.794,2821.7093,2820.7719,85.3368,3.0253,442009045.0,437679811.3,399001.SZ,8856.2234,8661.4465,8858.2079,8621.184,8682.1862,174.0372,2.0045,434981714.0,453753233.0
52,000001.SH,20240124,2820.7719,2782.1415,2823.6953,2743.3971,2770.9763,49.7956,1.797,369070600.0,357316181.6,399001.SZ,8682.1862,8633.1676,8693.0823,8404.0686,8596.281,85.9052,0.9993,408086011.0,409638474.0
53,000001.SH,20240123,2770.9763,2746.8923,2784.8407,2724.1573,2756.3399,14.6364,0.531,308749417.0,312191330.2,399001.SZ,8596.281,8465.0026,8638.8951,8402.0634,8479.5495,116.7315,1.3766,378235429.0,392050613.6
54,000001.SH,20240122,2756.3399,2826.5034,2828.3202,2735.3721,2832.2793,-75.9394,-2.6812,350165758.0,359918989.6,399001.SZ,8479.5495,8769.3928,8769.3928,8430.6142,8787.0249,-307.4754,-3.4992,419979420.0,434149104.4
55,000001.SH,20240119,2832.2793,2836.9749,2849.8755,2822.8434,2845.7839,-13.5046,-0.4745,266664388.0,296717043.8,399001.SZ,8787.0249,8821.7651,8890.1194,8771.5813,8847.0034,-59.9785,-0.678,334078648.0,369892377.0
56,000001.SH,20240118,2845.7839,2822.6672,2849.2559,2760.978,2833.6152,12.1687,0.4294,390396855.0,400709904.7,399001.SZ,8847.0034,8706.142,8858.3962,8585.1999,8759.7577,87.2457,0.996,443596678.0,464080667.8
57,000001.SH,20240117,2833.6152,2887.2917,2887.4893,2833.6152,2893.9886,-60.3734,-2.0862,261251308.0,283073939.8,399001.SZ,8759.7577,8968.5262,8968.5262,8759.7577,8992.0726,-232.3149,-2.5836,335603510.0,354455914.3
58,000001.SH,20240116,2893.9886,2881.5602,2896.683,2861.1302,2886.2908,7.6978,0.2667,286286714.0,300837919.2,399001.SZ,8992.0726,8946.9341,9002.3432,8871.1875,8963.9261,28.1465,0.314,367278109.0,383997197.9
59,000001.SH,20240115,2886.2908,2872.5562,2904.4643,2869.2236,2881.9769,4.3139,0.1497,244611236.0,269229737.1,399001.SZ,8963.9261,8957.7161,9045.5473,8912.4452,8996.2556,-32.3295,-0.3594,321736818.0,341693774.1
60,000001.SH,20240112,2881.9769,2880.0399,2904.1743,2878.8752,2886.6502,-4.6733,-0.1619,261602931.0,282877466.3,399001.SZ,8996.2556,9026.7369,9095.607,8995.4142,9053.8831,-57.6275,-0.6365,372243759.0,393788411.7
61,000001.SH,20240111,2886.6502,2873.7982,2896.1788,2867.7223,2877.7023,8.9479,0.3109,267050764.0,298552532.9,399001.SZ,9053.8831,8918.2309,9099.2233,8898.1951,8922.7937,131.0894,1.4692,379854422.0,413523453.3
62,000001.SH,20240110,2877.7023,2886.9807,2903.1621,2870.4155,2893.2513,-15.549,-0.5374,244046526.0,281192192.4,399001.SZ,8922.7937,8938.4489,9035.1879,8857.9679,8971.7185,-48.9248,-0.5453,340941629.0,365827057.8
63,000001.SH,20240109,2893.2513,2887.1095,2900.7266,2878.4123,2887.5379,5.7134,0.1979,262955975.0,294446373.7,399001.SZ,8971.7185,8960.9726,9042.4469,8912.0289,8947.7233,23.9952,0.2682,349254805.0,379819298.6
64,000001.SH,20240108,2887.5379,2923.457,2924.4559,2887.5379,2929.1833,-41.6454,-1.4217,270275055.0,290730589.6,399001.SZ,8947.7233,9095.7053,9119.1223,8947.7233,9116.4423,-168.719,-1.8507,338193162.0,366871509.5
65,000001.SH,20240105,2929.1833,2949.8221,2967.9677,2916.7206,2954.3486,-25.1653,-0.8518,301040239.0,325917001.2,399001.SZ,9116.4423,9205.3938,9275.229,9074.9283,9215.2456,-98.8033,-1.0722,365840004.0,410386979.3
66,000001.SH,20240104,2954.3486,2965.5087,2966.6828,2936.6347,2967.2472,-12.8986,-0.4347,264980924.0,296291346.9,399001.SZ,9215.2456,9317.3999,9317.3999,9171.1287,9330.864,-115.6184,-1.2391,330572264.0,377140370.1
67,000001.SH,20240103,2967.2472,2957.1117,2971.2834,2953.2901,2962.2762,4.971,0.1678,285455945.0,321018391.3,399001.SZ,9330.864,9378.6864,9405.0901,9280.8161,9401.3478,-70.4838,-0.7497,366813901.0,416452702.1
68,000001.SH,20240102,2962.2762,2972.775,2976.2682,2962.2762,2974.9348,-12.6586,-0.4255,304141793.0,345950729.2,399001.SZ,9401.3478,9527.1058,9527.1058,9401.3478,9524.6895,-123.3417,-1.295,385969542.0,441826397.3
69,000001.SH,20231229,2974.9348,2950.8372,2975.0319,2950.0173,2954.7035,20.2313,0.6847,290672687.0,349002967.3,399001.SZ,9524.6895,9434.5805,9534.6765,9427.9155,9441.0545,83.635,0.8859,394147518.0,473608947.0
70,000001.SH,20231228,2954.7035,2913.1096,2961.6476,2909.3886,2914.6138,40.0897,1.3755,339213116.0,392449073.5,399001.SZ,9441.0545,9182.8469,9476.8022,9166.5819,9191.7415,249.313,2.7124,410934103.0,491969687.0
71,000001.SH,20231227,2914.6138,2900.1491,2917.9564,2890.165,2898.8787,15.7351,0.5428,247900882.0,279048608.0,399001.SZ,9191.7415,9170.2552,9211.4192,9121.1668,9157.2496,34.4919,0.3767,328074139.0,357786160.7
72,000001.SH,20231226,2898.8787,2917.9708,2917.9708,2892.8373,2918.8126,-19.9339,-0.6829,228140855.0,260220552.8,399001.SZ,9157.2496,9248.07,9248.4912,9124.8069,9256.283,-99.0334,-1.0699,313615980.0,349655025.9
73,000001.SH,20231225,2918.8126,2909.8751,2920.6323,2903.987,2914.7752,4.0374,0.1385,229814178.0,261487251.0,399001.SZ,9256.283,9200.6482,9268.2655,9200.6482,9221.3126,34.9704,0.3792,312079626.0,346625188.4
74,000001.SH,20231222,2914.7752,2919.2879,2935.7002,2906.5094,2918.7149,-3.9397,-0.135,296628367.0,327498019.6,399001.SZ,9221.3126,9247.0748,9331.1213,9186.027,9257.0905,-35.7779,-0.3865,396024291.0,451945061.3
75,000001.SH,20231221,2918.7149,2892.0201,2924.2562,2882.0195,2902.1096,16.6053,0.5722,282541827.0,315943775.5,399001.SZ,9257.0905,9122.4144,9286.0663,9106.1463,9158.4374,98.6531,1.0772,361685200.0,416543193.7
76,000001.SH,20231220,2902.1096,2932.1186,2937.1011,2902.0395,2932.3908,-30.2812,-1.0326,265562454.0,290838402.1,399001.SZ,9158.4374,9303.0851,9310.8597,9158.4374,9289.3358,-130.8984,-1.4091,324051149.0,372789942.2
77,000001.SH,20231219,2932.3908,2928.7631,2940.5014,2914.1253,2930.8036,1.5872,0.0542,265926980.0,283234126.2,399001.SZ,9289.3358,9270.198,9331.9927,9225.0089,9279.3889,9.9469,0.1072,317948961.0,359542447.3
78,000001.SH,20231218,2930.8036,2936.5751,2951.1479,2924.3254,2942.5568,-11.7532,-0.3994,293086999.0,304915893.0,399001.SZ,9279.3889,9346.9509,9376.6749,9258.9618,9385.3332,-105.9443,-1.1288,353528302.0,387729425.3
